5371	3	52.0
5427	4	25.0
5442	3	16.0
5472	4	44.0
5520	3	107.0
5535	2	18.0
5572	2	120.0
5573	2	96.0
5578	3	29.0
5590	2	118.0
5673	3	125.0
5675	2	86.0
5709	3	142.0
5717	3	42.0
5747	3	124.0
5787	3	93.0
5791	2	83.0
5792	2	65.0
5794	2	114.0
5863	3	30.0
6008	3	133.0
6016	3	100.0
6034	2	61.0
6095	3	22.0
6144	3	25.0
6145	3	60.0
6180	3	85.0
6204	2	111.0
6236	3	78.0
6238	2	84.0
6330	6	61.0
6339	3	87.0
6396	3	113.0
6431	2	113.0
6456	2	101.0
6506	3	60.0
6518	3	25.0
6545	2	71.0
6582	3	46.0
6610	3	139.0
6686	3	132.0
6770	2	29.0
6782	3	49.0
6801	3	95.0
6815	3	80.0
6864	3	81.0
6882	3	109.0
6934	3	16.0
7048	3	66.0
7071	3	32.0
7150	2	15.0
7168	2	108.0
7172	3	133.0
7358	3	46.0
7492	3	46.0
7555	2	112.0
7556	3	18.0
7564	3	106.0
7618	3	108.0
7653	3	67.0
7959	3	66.0
7966	3	28.0
8067	2	67.0
8109	3	32.0
8114	3	106.0
8208	3	42.0
8217	3	131.0
8366	3	135.0
8420	3	20.0
8469	2	86.0
8475	2	33.0
8489	4	24.0
8745	2	99.0
8749	2	44.0
8820	3	138.0
8893	3	40.0
8921	3	25.0
9041	3	24.0
9042	2	92.0
9046	2	98.0
9230	2	27.0
9267	2	93.0
9709	2	25.0
9885	2	117.0
10138	3	100.0
10200	3	57.0
10360	4	28.0
10688	2	17.0
10873	3	27.0
10969	2	50.0
11277	2	48.0
13257	2	98.0
13585	3	83.0
13692	3	84.0
13704	4	125.0
13705	3	66.0
14102	2	105.0
14368	3	59.0
14721	3	32.0
14795	2	33.0
14840	3	83.0
15071	2	29.0
15249	3	25.0
15383	3	50.0
15746	3	92.0
15994	3	136.0
16109	3	126.0
16130	2	68.0
16194	3	26.0
16201	3	47.0
16238	3	131.0
16243	2	17.0
16245	3	90.0
16305	3	115.0
16307	3	34.0
16640	2	150.0
16646	3	43.0
16666	3	66.0
16741	3	15.0
16743	2	111.0
16760	2	72.0
16782	4	138.0
16815	2	41.0
16893	2	94.0
16894	3	49.0
16984	3	107.0
17029	3	27.0
17063	3	117.0
17128	6	31.0
17213	2	28.0
17285	2	137.0
17293	2	32.0
17425	3	104.0
17595	2	82.0
17603	3	68.0
17631	3	59.0
17642	3	17.0
17835	4	82.0
17871	2	124.0
17887	2	33.0
17965	3	16.0
17970	2	41.0
18083	2	128.0
18207	3	92.0
18293	2	128.0
18327	3	109.0
18331	3	43.0
18332	2	110.0
18380	3	60.0
18420	2	123.0
18577	3	108.0
18626	2	105.0
18639	2	73.0
18699	3	69.0
18774	8	65.0
18846	3	78.0
19084	3	21.0
19092	2	92.0
19390	2	18.0
19403	3	30.0
19405	3	101.0
19821	4	138.0
19827	3	126.0
19832	3	98.0
19969	2	43.0
19977	3	70.0
19995	3	118.0
20153	3	129.0
20170	2	40.0
20181	3	25.0
20188	3	51.0
20205	2	41.0
20218	2	42.0
20262	2	86.0
20293	2	54.0
20386	3	142.0
20411	3	134.0
20572	6	42.0
20602	3	84.0
20668	2	68.0
20695	3	103.0
20755	3	56.0
20800	3	54.0
20877	3	15.0
20885	3	18.0
20896	3	29.0
20904	3	113.0
20926	3	22.0
20973	2	119.0
20988	2	27.0
21002	3	109.0
21084	3	55.0
21085	3	28.0
21097	2	39.0
21123	5	38.0
21221	3	39.0
21294	3	39.0
21337	3	47.0
21348	2	55.0
21350	3	93.0
21427	4	130.0
21447	2	19.0
21531	2	73.0
21585	3	124.0
21638	3	17.0
21649	3	75.0
21711	3	66.0
21937	2	51.0
21956	3	112.0
22010	3	41.0
22200	3	48.0
22212	3	53.0
22421	2	61.0
22458	3	38.0
22486	3	118.0
22488	3	107.0
22524	2	66.0
22582	3	132.0
22593	2	103.0
22629	5	91.0
22708	3	24.0
22713	2	48.0
22751	2	26.0
22786	3	71.0
22829	3	25.0
22912	2	106.0
22913	2	23.0
22943	4	102.0
22972	3	42.0
22993	3	44.0
23052	3	51.0
23063	3	127.0
23163	3	97.0
23169	2	15.0
23191	2	44.0
23231	5	72.0
23266	4	131.0
23312	3	51.0
23348	2	66.0
23383	3	125.0
23384	3	90.0
23387	2	17.0
23434	2	31.0
23529	3	77.0
23610	3	71.0
23654	2	24.0
23682	3	112.0
23742	6	112.0
23762	2	18.0
23764	2	24.0
23787	3	94.0
23825	2	25.0
23901	3	15.0
23932	2	56.0
23936	2	68.0
23937	2	37.0
23961	2	45.0
24006	2	18.0
24039	2	45.0
24046	3	46.0
24058	2	35.0
24252	2	99.0
24271	3	130.0
24344	3	22.0
24367	3	96.0
24405	2	87.0
24406	2	72.0
24669	2	78.0
24696	3	46.0
24755	3	77.0
24791	2	65.0
24848	3	127.0
24859	2	29.0
24871	6	50.0
24906	3	71.0
24931	2	108.0
24954	3	33.0
24958	3	63.0
24959	3	55.0
24982	3	81.0
25004	3	66.0
25016	3	98.0
25087	2	28.0
25089	3	28.0
25224	3	41.0
25228	3	19.0
25271	2	97.0
25362	3	71.0
25370	2	52.0
25471	3	96.0
25485	4	109.0
25488	5	35.0
25572	3	35.0
25576	3	97.0
25585	2	119.0
25591	2	112.0
25595	2	112.0
25619	3	44.0
25638	2	78.0
25639	3	107.0
25646	2	64.0
25706	3	122.0
25736	2	48.0
25739	2	76.0
25746	2	86.0
25749	3	17.0
25752	3	29.0
25786	3	128.0
25797	2	96.0
25806	3	26.0
25811	3	79.0
25820	2	20.0
25822	3	16.0
26035	3	26.0
26078	2	54.0
26079	3	30.0
26127	3	83.0
26133	3	54.0
26155	3	30.0
26172	2	110.0
26181	2	131.0
26216	3	21.0
26278	3	105.0
26285	2	96.0
26541	3	63.0
26614	3	98.0
26713	3	102.0
26803	2	35.0
26891	3	134.0
26895	3	29.0
26942	3	59.0
26993	3	103.0
27077	3	64.0
27095	3	46.0
27175	2	115.0
27434	3	39.0
27604	3	101.0
27699	3	90.0
27749	3	117.0
27790	3	128.0
28047	3	24.0
28686	4	33.0
28690	3	16.0
28691	3	16.0
28815	6	107.0
28894	2	83.0
28957	2	23.0
29052	2	34.0
29162	6	39.0
29415	6	24.0
29488	7	36.0
29496	3	27.0
29538	2	74.0
29598	2	30.0
29911	2	3.0
30041	3	124.0
30141	2	38.0
30313	5	18.0
30940	2	75.0
31023	3	43.0
31036	5	41.0
31230	2	120.0
31615	6	78.0
31714	2	24.0
32108	3	19.0
32220	2	2.0
32243	2	90.0
32502	6	56.0
32506	6	48.0
32577	9	29.0
32802	2	41.0
32842	3	42.0
33039	3	22.0
33085	3	20.0
33137	3	25.0
33326	3	30.0
33358	9	15.0
33403	2	46.0
33424	3	36.0
33544	3	50.0
33633	2	16.0
33659	3	66.0
34271	3	22.0
34558	3	87.0
34829	2	76.0
34890	2	36.0
35001	6	45.0
35091	2	48.0
35201	3	96.0
35243	3	126.0
35379	2	21.0
35425	6	18.0
35544	3	28.0
35556	3	142.0
35559	4	66.0
35655	3	41.0
35661	3	113.0
35760	3	88.0
35831	2	21.0
35839	2	117.0
35885	3	117.0
35896	2	63.0
35938	2	115.0
35997	2	61.0
36021	2	81.0
36040	2	78.0
36053	3	102.0
36055	3	25.0
36267	3	130.0
36330	2	60.0
36333	3	89.0
36362	2	129.0
36390	3	122.0
36439	2	112.0
36573	2	15.0
36627	3	133.0
36642	3	28.0
36706	2	65.0
36738	2	139.0
36745	2	101.0
36806	2	130.0
36829	2	28.0
36885	2	119.0
36897	7	63.0
36918	3	71.0
36920	3	101.0
36928	3	78.0
36929	2	79.0
36944	2	70.0
36971	3	38.0
37023	3	67.0
37035	3	41.0
37052	2	30.0
37078	3	109.0
37079	3	108.0
37126	2	100.0
37130	3	73.0
37195	3	68.0
37301	3	87.0
37359	3	89.0
37609	5	122.0
37627	2	65.0
37649	2	30.0
37932	2	111.0
37943	3	119.0
38028	3	28.0
38030	2	20.0
38044	2	112.0
38045	6	84.0
38065	3	124.0
38115	2	122.0
38119	3	25.0
38155	2	45.0
38191	3	96.0
38220	3	38.0
38221	3	63.0
38299	2	42.0
38349	3	131.0
38510	2	117.0
38522	3	106.0
38530	3	32.0
38549	2	90.0
38584	3	49.0
38601	2	56.0
38641	3	123.0
38753	3	95.0
38797	2	89.0
38860	3	15.0
38962	3	47.0
38990	3	139.0
39003	2	45.0
39007	2	49.0
39105	2	16.0
39189	2	54.0
39206	3	26.0
39220	2	44.0
39221	3	33.0
39224	3	17.0
39427	6	31.0
39446	2	16.0
39513	3	62.0
39533	6	86.0
39534	2	93.0
39535	2	29.0
39663	4	36.0
40016	3	20.0
40100	6	22.0
40257	3	79.0
40272	2	28.0
40365	2	57.0
40391	3	96.0
40396	2	109.0
40416	3	105.0
40457	3	125.0
40459	2	123.0
40497	3	120.0
40507	2	68.0
40518	3	123.0
40524	2	89.0
40529	3	90.0
40629	2	45.0
40720	3	135.0
40727	2	20.0
40877	2	57.0
40905	3	121.0
40912	3	30.0
40919	2	39.0
40924	2	16.0
40951	3	48.0
41013	2	65.0
41026	3	66.0
41039	2	86.0
41047	3	107.0
41068	2	93.0
41076	3	20.0
41105	3	90.0
41172	3	31.0
41183	3	19.0
41222	3	106.0
41230	3	54.0
41308	3	59.0
41320	3	35.0
41339	5	24.0
41355	3	19.0
41426	4	19.0
41446	3	98.0
41460	3	105.0
41464	3	28.0
41521	2	78.0
41598	3	48.0
41653	2	18.0
41680	6	55.0
41695	4	125.0
41706	3	102.0
41720	5	124.0
41721	2	24.0
41748	2	52.0
41752	4	112.0
41756	3	25.0
41898	3	26.0
41903	3	90.0
41904	2	15.0
41915	2	124.0
41916	3	35.0
41937	3	88.0
41951	2	30.0
42022	2	74.0
42136	6	47.0
42180	3	97.0
42252	2	28.0
42257	3	25.0
42272	3	69.0
42326	3	89.0
42339	3	57.0
42356	2	127.0
42382	2	125.0
42385	6	74.0
42583	3	64.0
42619	2	78.0
42622	3	105.0
42712	3	78.0
42729	3	119.0
42819	3	52.0
42850	4	72.0
42965	3	84.0
43048	3	126.0
43055	3	64.0
43058	2	35.0
43108	3	18.0
43114	3	142.0
43118	3	111.0
43135	2	126.0
43144	2	37.0
43147	3	59.0
43174	3	96.0
43175	2	46.0
43371	3	26.0
43377	3	83.0
43453	3	86.0
43472	3	38.0
43494	3	50.0
43528	3	57.0
43532	3	30.0
43538	2	107.0
43566	3	129.0
43582	6	27.0
43587	3	126.0
43602	2	20.0
43618	3	17.0
43670	3	104.0
43791	2	24.0
43826	2	30.0
43830	3	108.0
43880	3	21.0
43894	3	20.0
43898	3	92.0
43900	3	29.0
43954	3	79.0
43969	3	109.0
43970	2	104.0
44023	3	19.0
44039	2	131.0
44040	2	33.0
44046	2	105.0
44048	2	119.0
44076	3	78.0
44082	3	100.0
44117	3	72.0
44124	2	26.0
44128	3	135.0
44135	3	75.0
44199	3	29.0
44208	2	68.0
44218	2	119.0
44219	6	28.0
44222	3	55.0
44224	3	47.0
44225	3	45.0
44238	3	80.0
44240	4	30.0
44242	3	112.0
44267	3	64.0
44268	3	78.0
44309	2	39.0
44327	3	96.0
44414	3	71.0
44476	3	21.0
44488	3	70.0
44546	3	25.0
44556	3	136.0
44583	2	22.0
44597	3	95.0
44604	3	104.0
44606	3	85.0
44631	3	86.0
44636	4	97.0
44650	2	125.0
44660	2	68.0
44672	2	118.0
44673	2	131.0
44726	2	90.0
44771	3	35.0
44789	3	16.0
44804	3	25.0
44807	2	28.0
44826	3	83.0
44831	3	97.0
44841	3	95.0
44858	3	132.0
44860	2	57.0
44892	2	57.0
44898	3	66.0
44903	3	27.0
44948	2	89.0
44983	3	102.0
45004	2	57.0
45105	3	76.0
45122	2	137.0
45156	2	42.0
45245	2	125.0
45319	2	118.0
45324	2	48.0
45327	2	29.0
45360	3	15.0
45367	3	86.0
45388	3	115.0
45398	3	53.0
45420	3	63.0
45421	3	102.0
45454	3	69.0
45473	2	22.0
45503	2	35.0
45513	3	86.0
45515	3	129.0
45525	2	108.0
45540	2	73.0
45564	2	78.0
45577	4	135.0
45602	3	64.0
45622	2	71.0
45639	3	31.0
45654	3	97.0
45678	3	29.0
45781	3	102.0
45797	3	78.0
45854	3	60.0
45871	2	106.0
45897	3	112.0
45963	3	94.0
45985	2	134.0
46010	2	39.0
46042	2	99.0
46044	2	133.0
46060	3	105.0
46105	3	43.0
46108	3	81.0
46118	3	67.0
46146	3	84.0
46151	3	66.0
46163	3	26.0
46206	3	28.0
46211	3	94.0
46233	3	69.0
46340	3	116.0
46357	3	133.0
46402	2	18.0
46501	2	121.0
46518	3	22.0
46535	3	29.0
46549	2	102.0
46580	2	51.0
46585	2	69.0
46606	2	43.0
46656	3	113.0
46708	3	37.0
46800	3	29.0
46815	3	96.0
46884	2	38.0
46915	3	36.0
46941	2	109.0
47018	2	23.0
47029	2	43.0
47059	3	29.0
47105	2	31.0
47205	2	27.0
47236	3	59.0
47261	2	65.0
47276	2	29.0
47550	3	117.0
47571	2	37.0
47587	3	30.0
47589	6	27.0
47591	3	29.0
47664	2	60.0
47847	3	58.0
47875	2	92.0
47883	2	82.0
47902	2	91.0
47995	2	110.0
48004	2	76.0
48025	2	111.0
48087	3	103.0
48115	2	32.0
48125	3	51.0
48177	2	103.0
48178	3	103.0
48214	3	59.0
48247	3	38.0
48253	2	55.0
48295	2	100.0
48310	2	87.0
48412	3	55.0
48418	2	16.0
48568	3	96.0
48573	2	87.0
48654	3	90.0
48673	2	57.0
48779	2	125.0
48813	3	109.0
48964	6	20.0
48969	6	78.0
48996	2	19.0
49050	2	54.0
49057	2	105.0
49114	2	90.0
49123	3	75.0
49152	3	81.0
49157	3	107.0
49282	3	34.0
49346	3	27.0
49350	2	97.0
49468	3	104.0
49484	4	66.0
49551	3	97.0
49612	3	68.0
49737	3	25.0
49738	3	89.0
49776	3	18.0
49780	3	129.0
49798	5	17.0
49828	3	102.0
49848	3	51.0
49881	2	42.0
49888	2	39.0
49890	4	50.0
49976	2	84.0
49999	2	64.0
50053	3	26.0
50058	3	78.0
50059	3	105.0
50060	2	114.0
50081	3	128.0
50098	6	34.0
50113	2	119.0
50290	3	96.0
50297	3	52.0
50332	3	105.0
50333	3	132.0
50391	2	42.0
50551	3	36.0
50566	2	95.0
50630	3	73.0
50677	3	140.0
50744	3	86.0
50752	2	74.0
50761	3	54.0
50787	3	45.0
50790	3	58.0
50810	3	96.0
50858	3	35.0
50942	3	47.0
51021	3	48.0
51026	2	44.0
51032	2	22.0
51238	3	52.0
51315	3	98.0
51316	4	15.0
51369	3	27.0
51370	3	56.0
51373	3	100.0
51405	3	86.0
51432	3	15.0
52442	2	63.0
52594	3	44.0
52595	2	64.0
52650	3	54.0
52814	3	74.0
52829	2	72.0
52833	3	137.0
52842	3	49.0
52977	3	50.0
52995	2	103.0
53030	3	99.0
53422	2	28.0
54101	2	96.0
54461	2	34.0
54519	2	72.0
54974	3	58.0
55603	6	44.0
55694	2	21.0
55730	3	130.0
56123	3	93.0
56739	6	45.0
56991	6	49.0
57024	2	44.0
57069	3	131.0
57260	3	64.0
57572	3	87.0
57632	3	35.0
58050	3	15.0
58112	3	22.0
58122	3	40.0
58128	3	26.0
58132	2	120.0
58167	3	46.0
58463	3	132.0
58651	3	92.0
58749	2	34.0
58794	3	37.0
59145	3	53.0
59177	3	19.0
59631	3	19.0
59634	3	80.0
59635	2	15.0
59643	3	37.0
59747	3	31.0
59843	3	38.0
59950	2	70.0
60172	2	86.0
60243	3	26.0
60270	3	98.0
60374	2	138.0
60513	2	21.0
60565	3	56.0
60596	3	16.0
60604	2	108.0
60664	3	46.0
60719	2	23.0
60847	3	29.0
60862	3	66.0
60929	3	99.0
60930	2	34.0
60946	3	64.0
61001	5	85.0
61022	2	15.0
61028	3	29.0
61038	3	87.0
61073	3	61.0
61173	4	15.0
61190	3	45.0
61193	3	102.0
61225	3	20.0
61303	3	129.0
61318	2	69.0
61522	3	61.0
61527	2	74.0
61535	3	98.0
61545	2	19.0
61546	2	42.0
61603	3	127.0
61604	3	41.0
61657	3	21.0
61673	4	34.0
61747	2	35.0
61760	3	106.0
61812	2	15.0
61850	3	60.0
61914	3	29.0
61972	3	91.0
62040	2	32.0
62068	2	36.0
62074	2	28.0
62092	3	105.0
62097	2	45.0
62206	3	143.0
62212	3	63.0
62229	3	35.0
62492	3	83.0
62577	2	69.0
62598	3	17.0
62651	4	117.0
62656	3	75.0
62670	3	123.0
62671	3	35.0
62725	3	81.0
62813	2	91.0
62875	3	21.0
62901	3	17.0
62916	2	52.0
62919	3	95.0
62930	2	47.0
63028	3	115.0
63029	3	28.0
63034	3	101.0
63055	3	50.0
63079	3	102.0
63083	2	22.0
63088	3	28.0
63169	3	21.0
63210	3	17.0
63320	2	61.0
63343	3	53.0
63374	3	74.0
63490	3	30.0
63563	3	17.0
63623	3	106.0
63630	3	108.0
63634	3	75.0
63644	2	52.0
63650	3	64.0
63764	2	75.0
63827	3	56.0
63885	2	77.0
63903	2	58.0
63915	2	42.0
63967	2	58.0
64002	3	111.0
64041	3	49.0
64076	3	104.0
64153	3	141.0
64163	3	127.0
64204	2	17.0
64223	3	70.0
64230	2	114.0
64250	3	127.0
64265	3	27.0
64270	3	19.0
64283	3	102.0
64287	2	103.0
64366	2	125.0
64368	3	52.0
64385	6	30.0
64479	3	88.0
64497	2	126.0
64519	2	64.0
64541	2	27.0
64568	2	102.0
64597	2	61.0
64611	2	66.0
64666	3	111.0
64669	2	119.0
64671	3	40.0
64679	3	61.0
64682	2	66.0
64686	3	32.0
64748	2	62.0
64802	2	22.0
64807	3	72.0
64810	3	64.0
64889	3	116.0
64895	3	29.0
64896	2	112.0
64903	3	17.0
64938	3	37.0
64958	2	47.0
65043	5	16.0
65098	5	29.0
65128	2	42.0
65129	3	42.0
65156	3	73.0
65159	2	53.0
65164	3	136.0
65200	6	86.0
65213	3	28.0
65291	2	128.0
65307	2	42.0
65351	3	138.0
65380	3	18.0
65385	2	28.0
65400	3	58.0
65513	3	55.0
65543	3	75.0
65631	2	83.0
65641	3	31.0
65677	2	79.0
65791	3	33.0
65797	2	20.0
66010	3	80.0
66088	3	16.0
66130	3	110.0
66143	2	13.0
66190	2	15.0
66655	2	68.0
66776	3	108.0
66806	3	68.0
66949	3	21.0
66980	3	106.0
67222	2	38.0
67240	2	32.0
67285	3	88.0
67333	3	116.0
67426	3	66.0
67439	3	116.0
67478	3	61.0
67485	3	103.0
67531	3	109.0
67628	2	72.0
67684	3	78.0
67777	3	16.0
67950	2	53.0
68836	4	78.0
68959	4	29.0
69144	3	54.0
69516	3	43.0
69626	2	33.0
69707	2	117.0
69780	3	30.0
70913	2	17.0
71200	2	16.0
71251	3	17.0
71253	3	57.0
71441	2	159.0
71592	2	106.0
72184	3	69.0
72193	3	131.0
72202	3	129.0
72252	2	19.0
72569	4	118.0
72657	2	18.0
72726	3	34.0
72904	3	23.0
72972	2	27.0
73024	3	137.0
73026	3	19.0
73034	2	46.0
73099	3	84.0
73101	3	23.0
73178	10	30.0
73208	3	100.0
73253	3	93.0
73370	3	28.0
73378	6	28.0
73407	3	57.0
73415	3	89.0
73442	4	96.0
73517	3	115.0
73595	3	70.0
73612	3	114.0
73627	2	34.0
73666	3	114.0
73783	2	109.0
73788	2	79.0
73821	3	41.0
73823	2	28.0
73871	3	29.0
73985	3	60.0
74060	2	104.0
74235	2	37.0
74356	4	86.0
74375	6	38.0
74377	3	32.0
74535	3	81.0
74536	3	16.0
74537	3	132.0
74862	3	86.0
74867	3	24.0
74900	3	55.0
74917	2	128.0
75040	3	129.0
75045	3	66.0
75077	3	119.0
75092	3	66.0
75133	2	38.0
75236	3	51.0
75397	3	18.0
75400	3	75.0
75500	4	110.0
75517	3	105.0
75538	7	81.0
75658	3	53.0
75659	3	36.0
75675	2	75.0
75717	2	88.0
75722	3	22.0
75785	3	24.0
75863	3	51.0
75878	2	30.0
75948	2	68.0
75999	2	61.0
76000	3	21.0
76041	2	118.0
76068	2	115.0
76081	3	61.0
76176	3	39.0
76178	3	86.0
76181	2	73.0
76185	2	140.0
76199	2	84.0
76237	3	74.0
76244	3	45.0
76248	3	32.0
76253	2	35.0
76299	3	18.0
76362	2	47.0
76363	3	82.0
76433	3	58.0
76474	3	24.0
76495	3	45.0
76533	2	132.0
76560	3	31.0
76671	2	44.0
76688	2	136.0
76689	3	92.0
76726	2	102.0
76738	3	32.0
76768	3	108.0
76807	5	26.0
76844	3	48.0
76845	3	46.0
76924	3	93.0
76968	3	15.0
76992	3	25.0
77096	3	62.0
77133	2	61.0
77204	3	88.0
77206	3	108.0
77241	3	30.0
77261	3	108.0
77364	2	63.0
77386	2	31.0
77418	6	86.0
77437	3	54.0
77466	3	53.0
77555	5	54.0
77672	3	92.0
77834	3	107.0
77842	3	28.0
77893	2	42.0
77933	3	17.0
77937	2	74.0
78024	4	41.0
78037	3	41.0
78045	2	59.0
78123	2	25.0
78192	2	123.0
78193	3	109.0
78280	3	106.0
78398	4	111.0
78490	3	82.0
78506	3	113.0
78534	3	86.0
78569	3	82.0
78651	3	130.0
78652	4	45.0
78748	2	77.0
78815	2	48.0
78861	3	36.0
78892	5	22.0
78919	2	81.0
78922	5	123.0
78939	3	106.0
78955	2	57.0
78980	3	114.0
79017	3	39.0
79025	2	36.0
79059	3	122.0
79102	3	110.0
79125	3	15.0
79162	3	40.0
79202	3	71.0
79239	3	94.0
79241	2	135.0
79259	3	133.0
79266	3	81.0
79280	3	89.0
79318	2	62.0
79319	2	50.0
79322	2	51.0
79343	3	96.0
79427	2	20.0
79445	2	101.0
79476	3	66.0
79482	4	109.0
79485	3	111.0
79502	3	114.0
79554	3	100.0
79567	2	80.0
79598	2	59.0
79603	3	79.0
79636	2	101.0
79657	2	105.0
79660	2	84.0
79676	3	103.0
79724	2	123.0
79782	2	108.0
79803	2	75.0
79812	6	94.0
79815	2	138.0
79829	3	69.0
79835	3	38.0
79841	2	65.0
79884	2	112.0
79887	3	115.0
79914	2	69.0
79934	6	96.0
79944	2	70.0
79963	3	48.0
79978	2	84.0
79999	2	24.0
80005	2	82.0
80006	2	24.0
80032	2	84.0
80050	2	116.0
80052	4	39.0
80075	2	124.0
80117	3	35.0
80128	3	15.0
80140	2	93.0
80152	2	105.0
80162	3	82.0
80170	2	86.0
80226	3	55.0
80274	2	65.0
80312	2	61.0
80325	3	136.0
80386	3	143.0
80396	3	35.0
80397	2	117.0
80424	3	100.0
80450	3	121.0
80467	2	106.0
80580	3	103.0
80659	2	118.0
80663	3	35.0
80770	2	71.0
80842	3	121.0
80854	2	18.0
80865	2	84.0
80877	2	32.0
80878	2	24.0
80884	3	112.0
80924	2	16.0
80940	4	107.0
80985	3	26.0
80997	2	60.0
81021	3	19.0
81081	2	139.0
81155	3	112.0
81181	2	99.0
81206	3	92.0
81231	2	51.0
81277	4	85.0
81412	2	80.0
81421	2	71.0
81450	3	127.0
81457	3	42.0
81458	3	49.0
81521	2	81.0
81532	2	115.0
81537	2	106.0
81538	3	55.0
81543	2	138.0
81550	3	97.0
81559	2	79.0
81565	3	100.0
81607	3	122.0
81650	3	145.0
81686	3	41.0
81689	3	138.0
81728	3	128.0
81746	2	130.0
81761	3	91.0
81776	3	77.0
81794	2	110.0
81799	3	47.0
81826	2	101.0
81861	3	59.0
81888	2	47.0
81903	3	33.0
81937	3	117.0
81997	3	45.0
82017	3	96.0
82055	3	90.0
82058	3	16.0
82088	3	29.0
82112	4	15.0
82116	2	113.0
82178	3	93.0
82265	3	92.0
82296	2	18.0
82335	3	16.0
82390	3	85.0
82418	3	60.0
82426	2	33.0
82429	3	29.0
82430	2	114.0
82443	2	21.0
82451	3	81.0
82459	2	74.0
82516	3	74.0
82624	4	124.0
82673	3	126.0
82680	3	129.0
82748	2	26.0
82777	2	95.0
82824	2	31.0
82886	3	96.0
82895	3	33.0
82896	3	20.0
82921	2	78.0
82950	4	116.0
82959	3	126.0
83069	3	82.0
83070	2	57.0
83137	3	113.0
83142	3	29.0
83235	2	115.0
83239	2	82.0
83252	3	24.0
83309	3	129.0
83323	2	121.0
83334	3	34.0
83458	2	30.0
83487	3	15.0
83492	3	79.0
83522	3	131.0
83527	3	114.0
83557	3	108.0
83595	3	22.0
83637	2	119.0
83643	3	34.0
83657	2	20.0
83683	2	61.0
83692	3	88.0
83706	2	89.0
83714	3	20.0
83749	3	66.0
83764	2	93.0
83765	2	37.0
83816	3	83.0
83946	3	125.0
83959	2	106.0
83974	2	89.0
83988	3	101.0
84022	2	136.0
84043	3	28.0
84079	2	56.0
84092	2	75.0
84110	3	48.0
84113	2	46.0
84122	3	123.0
84124	3	91.0
